Ticker,Status
MLAAE.PA,no_data
CNU.TO,no_data
MUV2.MI,no_data
CERA.NS,good
MANT,no_data
DOCD.AS,no_data
BMTO.L,good
ICSA.NS,good
DAL.MI,good
569.SI,good
CMXC,no_data
DOHL3.SA,good
S.TO,good
CNG.V,no_data
MCN.MX,insufficient_history
AOU.AX,no_data
RBT.PA,good
AFG,good
0069.HK,good
CTAA.F,good
ROKA,no_data
S58.SI,good
ARDN.L,no_data
NIR.AT,no_data
5FL.SI,good
ZAR.TO,no_data
IOU.V,no_data
SAVP.L,no_data
RLMD,insufficient_history
GMM.MU,good
VEG-H.V,no_data
CG3.SG,no_data
NAK,good
888.L,no_data
ADD.BE,no_data
MLCVG.PA,no_data
BTN.MX,no_data
BSRP.MI,no_data
CWC.DU,insufficient_history
AMRI,no_data
ELTON.AT,good
AAN.V,good
AAQ.F,no_data
VICA,insufficient_history
AGNN.MX,no_data
GXP,good
ERCG.SG,insufficient_history
CESP6.SA,no_data
MIR.AX,good
SPWH,insufficient_history
THIRUSUGAR.NS,no_data
DAIN.MX,no_data
HGO.AX,good
2029.TW,good
0376.HK,good
PET.L,good
EPL.V,good
CRM.AX,no_data
TRENT.NS,good
VSTIND.NS,good
TEN.AX,no_data
TPP.AX,no_data
GTQ1.DU,no_data
3998.HK,good
FORTIS.NS,good
HA,no_data
CLA.MI,no_data
0164.HK,good
B8F.BE,no_data
OSR.DE,no_data
RAT.L,good
SGE.SG,good
STEF.MI,no_data
CHFN,good
0128.HK,insufficient_history
PATINTLOG.NS,good
SAU.AX,no_data
MTZ,good
UA,insufficient_history
9907.TW,good
NFC.SG,good
0757.HK,good
EDL.DU,good
MSVB,good
OMKARCHEM.NS,insufficient_history
YSN.F,good
SIMPLEXINF.NS,good
SLG,good
RSH.AX,good
BFC.MU,no_data
ALFPC.PA,good
LEO.MU,no_data
PATI4.SA,good
REG,good
CALD,good
IGX.V,no_data
MFDB,good
DYNAMATECH.NS,good
BVB.BE,good
SYPR,good
EVEP,no_data
3393.HK,good
HY,insufficient_history
AC.PA,good
REMYY,insufficient_history
SOTK,good
BGLOBAL.NS,insufficient_history
NFC.BE,good
NKTR,good
DAI-H.V,no_data
T12.SI,good
BLD,insufficient_history
VISUINTL.NS,good
OR.TO,insufficient_history
VR,insufficient_history
IEH.L,no_data
SPZ.AX,good
VALUEIND.NS,good
MLION.PA,good
1009.HK,good
MRK.BE,good
GBG.L,good
GALPN.MX,insufficient_history
1100.HK,good
DUE.BE,good
C1V.BE,good
NDA-SEK.ST,no_data
RCDO.L,good
EMQ.MU,no_data
TBS.MI,no_data
BLUESTARCO.NS,good
FRR.L,insufficient_history
ASSI.MI,no_data
MBK.AX,insufficient_history
SZZ.SG,no_data
FPH.DE,good
IMCI,good
PES,no_data
ELBIO.AT,no_data
IFMI,no_data
ZEU.AX,insufficient_history
9937.TW,good
TORNTPOWER.NS,good
IPH.AX,insufficient_history
UZU.F,good
RPT.L,no_data
MBVA,good
CTH.L,no_data
AE9.BE,good
ENT.AX,good
PWRV,no_data
I15.SI,no_data
HSX.L,good
0120.HK,good
CUMMINSIND.NS,good
FIF.L,no_data
CAT,good
1210.TW,good
WGF.V,good
VIB3.SG,good
TMP,good
JDN.V,good
0212.HK,good
TLEVISACPO.MX,good
BELFB,good
MLEAU.PA,no_data
BST.AX,no_data
TFW.L,good
MLVIN.PA,insufficient_history
FTE.MU,good
LYPSAGEMS.NS,insufficient_history
STG.MC,no_data
RNO.MI,no_data
FRUT.L,insufficient_history
CPX.TO,good
HYQ.HA,insufficient_history
ORBK,no_data
EOAN.BE,good
CUI.V,no_data
EVH,insufficient_history
NTC.AX,no_data
INDIANCARD.NS,good
ASAHIINDIA.NS,good
0737.HK,good
2358.HK,good
MPP.AX,insufficient_history
0498.HK,good
GILT,good
SUDAR.NS,insufficient_history
TPC,good
ARU.AX,good
MUB.F,good
COUR.PA,good
VVU.DE,good
JRVR,insufficient_history
TAP.AX,no_data
0052.HK,good
LEI.BE,good
MOH.AT,good
IU2.BE,good
1733.TW,good
TEAM.OL,no_data
MASTEK.NS,good
VNTV,no_data
UPAB.SG,good
ECMPA.AS,insufficient_history
CTIC.MI,no_data
FEV.F,good
CHMA,no_data
1182.HK,good
CLIR,insufficient_history
40S.SI,no_data
BCH,good
PEU.DE,no_data
1905.TW,good
CMCO,good
NOEJ.SG,insufficient_history
EOAN.DU,good
ISMTLTD.NS,no_data
COLG34.SA,insufficient_history
AVHI,no_data
T19.SI,no_data
BX.TO,no_data
TLI.DU,no_data
PFSI,insufficient_history
20MICRONS.NS,good
VWS.CO,good
0827.HK,good
SKPI,good
SKX,good
NGD.TO,good
GXM.V,no_data
RACK,insufficient_history
TOTS3.SA,good
SBX.V,no_data
UBI.L,no_data
0632.HK,good
CHMI,insufficient_history
TDC,good
FPE.BE,good
MRK.MX,good
WELSPUNIND.NS,no_data
CWR.L,good
E7S.DU,insufficient_history
TEXMOPIPES.NS,insufficient_history
U6Z.F,good
SY1.F,good
NOA3.HA,good
UTC1.BE,no_data
FKYS,good
TEO,good
ZENTEC.NS,insufficient_history
APX.AX,insufficient_history
SIO.AX,insufficient_history
ALGBE.PA,insufficient_history
CNW.AX,no_data
FNHC,no_data
IRB.NS,good
CLIRF,insufficient_history
KTE.AX,no_data
GLAXO.NS,good
ALCHEM.NS,good
EKT.BE,good
8092.HK,good
IFT.NZ,good
FBOK34.SA,no_data
2002.TW,good
GO5.F,no_data
GRPN,insufficient_history
VVU.HA,good
KIRLOSIND.NS,good
EVR.L,insufficient_history
EOL.AX,good
FMNL.NS,insufficient_history
SPNS,good
TCFC,no_data
G1A.F,good
DBCORP.NS,insufficient_history
NDA.MU,good
FVI.F,good
DPWA.BE,good
OLYMP.AT,good
VABK,good
PRHL,no_data
1157.HK,insufficient_history
ESCH.L,insufficient_history
SVE.BE,good
VALE,good
CKH,no_data
BRITANNIA.NS,good
TYP.V,no_data
0372.HK,good
HSB.PA,no_data
REN,no_data
KPG.NZ,good
SAGA.L,insufficient_history
BLMT,no_data
FME.F,good
NWT.SG,good
N7G.SG,no_data
CAP.HA,no_data
ZNGA,no_data
VIS.AT,insufficient_history
CND.AX,good
L1OA.MU,no_data
0542.HK,good
CTWS,no_data
LHL.DU,good
DIS,good
VOS.F,good
NVDA.MX,insufficient_history
LNTR.L,no_data
D50.SI,good
AXTELCPO.MX,good
EOG.V,insufficient_history
5305.TW,no_data
ROLTA.NS,good
FGF.AX,no_data
DRH,good
AVA,good
M03.SI,good
GLRE,good
DLG.L,insufficient_history
POPE,no_data
ADM.MU,good
NPHC,good
ALLY,insufficient_history
2668.HK,good
SM,good
CRIV3.SA,good
0339.HK,good
HER.L,no_data
ASCC,insufficient_history
ACX.AX,insufficient_history
HK,no_data
SABR,insufficient_history
BAR.BR,good
EHIC,no_data
MIR.V,good
GEZC,no_data
YUMA,no_data
ETN,good
PAY.TO,insufficient_history
AAQ.SG,no_data
FZM.SG,good
CCRE,no_data
B8F.F,no_data
APA.AX,good
SRE.V,no_data
RJL.NS,no_data
HAMO.BR,no_data
6133.TW,good
CRSU.PA,good
ECX.DU,no_data
INTG,good
BORT,good
ZAM.L,insufficient_history
GDC.TO,good
GLJ.SG,good
DXPE,good
SBVG.OL,no_data
HOLM-B.ST,good
AGG.AX,no_data
IBE1.F,good
GLIF.L,no_data
EEMS.MI,good
RNG,insufficient_history
O08.SI,good
AMX,good
CSBR,good
PRG.DU,good
VSBN,no_data
2307.HK,good
FPMB.BE,good
1507.TW,no_data
GEN.AS,no_data
RBCC,no_data
MLY.V,good
TKTT.PA,insufficient_history
8351.HK,no_data
SON1.DE,no_data
CECO2.BA,good
EAS.AX,no_data
HIFA-B.ST,good
HSNI,no_data
RAJVIR.NS,good
THL.NZ,good
CA.PA,good
ENTG,good
2303.TW,good
TTEK,good
ATI.V,good
CNJ.AX,good
AQUA.OL,no_data
0670.HK,good
VLA.V,no_data
MSI.AX,good
NXST,good
SWX,good
SNL.AX,good
SB.MI,no_data
MWET4.SA,good
AVEO,no_data
ORIENTREF.NS,no_data
MKEA.PA,no_data
EPGG,insufficient_history
AVB.AX,good
HZD.L,no_data
RDNI3.SA,good
BYW6.DE,good
1164.HK,good
WUW.DU,good
STAF.L,good
1713.TW,good
XTD.AX,no_data
ELE.PA,good
LALPATHLAB.NS,insufficient_history
RIO1.BE,good
DLPH,no_data
OSP2.MU,no_data
B1C.HA,insufficient_history
TITR.MI,good
BBY.MX,good
FRSB,good
TRASTOR.AT,good
PPH.L,good
CBDS,insufficient_history
F3C.BE,good
UNP.SG,insufficient_history
POR.V,insufficient_history
0850.HK,no_data
QTE.PA,no_data
PSK.TO,insufficient_history
VIH.SG,no_data
P4O.DU,good
MDRX,good
PDZ.AX,no_data
VRTA,no_data
ANG.V,no_data
LITB,insufficient_history
RWT,good
BIL.DU,no_data
MMV.V,no_data
OBAS,no_data
GCC.MX,good
MYO.AX,no_data
AVD.AX,insufficient_history
CTOT,no_data
BAIN.PA,good
AJANTPHARM.NS,good
HAIK.L,good
ADS.HA,good
MLTRO.PA,good
HAV.PA,no_data
RTN1.DU,no_data
IME.L,no_data
GIS.F,good
SMTX,no_data
DV.V,insufficient_history
TU,good
STX,good
USAP,good
KPT.AX,no_data
GTE.TO,good
ASRV,good
MTE.BE,good
ERCA.F,good
0QNM.L,insufficient_history
TOU.TO,insufficient_history
U9R.BE,good
NDR.V,no_data
ZOO.L,good
3019.TW,good
TTM.V,no_data
SAR.AT,good
5DM.SI,good
CHCR,no_data
ALZ.V,no_data
IPI,good
BBD-B.TO,good
FIRE.ST,good
CLNT,no_data
ALL.AX,good
BCY.DU,good
KN.PA,no_data
ALADM.PA,no_data
PRMW,no_data
EPIS-B.ST,insufficient_history
OR.PA,good
KMB,good
STA.V,good
MTL.TO,good
CLL.L,no_data
NNS.BE,no_data
FME.SG,good
SNR.L,good
LDB.BE,no_data
SUD.AX,no_data
0929.HK,good
AC.MX,good
MAI.L,good
SRT.SG,good
FPAY,insufficient_history
MU,good
ALG.DE,good
BMIN3.SA,good
MLKRI.PA,no_data
SEVAN.OL,no_data
GCEI,good
BICB,good
WHG,good
DYL.AX,good
EZE.MC,good
AXW.PA,insufficient_history
VITR.ST,good
ETCK,good
SBTB,no_data
CBK.BE,good
AHQ.AX,no_data
GTY.AX,insufficient_history
0692.HK,insufficient_history
WUW.DE,good
CS.TO,good
WGL.AX,no_data
BDLL4.SA,good
BAS.DE,good
CAR.HA,good
BRFS3.SA,good
FRO,good
PCG,good
AHX.AX,insufficient_history
CNAT,no_data
RWE.DE,good
SANGHVIFOR.NS,no_data
PAG,good
LTV.V,insufficient_history
CMS,good
LABB.MX,good
FEVR.L,insufficient_history
SPYL.NS,no_data
DGAS,no_data
HNG.AX,good
ABFRL.NS,insufficient_history
NML.AX,no_data
NOH1.MU,good
V3S.DU,no_data
TKA.DE,good
ENL.HA,good
ADD.HA,no_data
RTH.V,insufficient_history
AM,insufficient_history
NFD-A.V,insufficient_history
DNX.V,no_data
CATM,no_data
HLAN,good
SPR.DE,no_data
TL5.MC,no_data
3056.TW,good
LVNTA,no_data
MAIL.L,insufficient_history
DWHA.L,good
1618.TW,good
TRHF,no_data
STE.L,insufficient_history
NTZ,good
0196.HK,good
RASSINIA.MX,good
IDSA,no_data
ADN.AX,good
BKM.L,good
CEA.DE,good
BAC.BE,good
WCM-A.TO,good
ELSE,good
BKN.F,good
ALDOL.PA,good
GLJ.MU,good
CWST,good
GAB.MI,good
HLIT,good
CLI.L,good
XX.V,good
MODN,no_data
1105.HK,good
2348.HK,good
ZEF.DU,no_data
SCL.BE,good
FZM.DE,insufficient_history
TMKS.L,no_data
NYCB,no_data
MTNL.NS,good
2536.TW,good
CRNT,good
CRXM,no_data
1043.HK,no_data
CTXS.MX,no_data
EUCA.SG,no_data
0683.HK,good
AMCO,no_data
RFC.V,no_data
ATRI,no_data
FEMSAUBD.MX,good
MSLP,no_data
VOW4.DE,insufficient_history
XONA.SG,good
NATIONALUM.NS,good
CYP.V,no_data
SEP,good
0931.HK,good
PHI1.DU,good
ACX.SG,good
ULC.DU,good
ATLC,good
GDL.TO,good
MOO.SG,no_data
FNTN.F,good
OTTR,good
3579.TW,no_data
WLF.AX,no_data
ABO.BR,good
OIC.NZ,no_data
NEWT.BR,good
0P6M.L,good
TOT.TO,good
PNE3.SG,good
SMIN.L,good
HOS,no_data
CYBE,no_data
UTDI.BE,good
0833.HK,good
CASN3.SA,good
VOW4.F,no_data
BME.MC,no_data
EBQ.L,good
GT.MX,insufficient_history
INQD,insufficient_history
MAN3.F,no_data
ARCI,no_data
MRN.PA,good
HINDDORROL.NS,no_data
NVON.MX,insufficient_history
PSAN.BE,good
HTO.AT,good
TPOP.L,insufficient_history
ATAR,insufficient_history
0176.HK,good
APD.AX,no_data
HBK.V,good
ED4.F,insufficient_history
AMRR,no_data
XHR,insufficient_history
TFA.AS,no_data
COP,good
GD,good
1711.TW,good
DK,good
REX.V,good
CADILAHC.NS,no_data
EPC,good
RHO5.DE,good
BNS.MX,good
AWV.AX,no_data
CCL.AX,insufficient_history
PATELENG.NS,good
AMPE,good
RUBYMILLS.NS,good
HBC1.DE,good
PNW.AX,no_data
WMT,good
1184.HK,good
SOW.DE,no_data
VX1.SG,good
SSL.MI,good
ASM.AS,good
CKFC,no_data
OMC,good
GRIF,no_data
OEQ.AX,good
SSUN.BE,good
UNVR,no_data
CAT1.F,good
USE.BE,no_data
COBZ,good
SAX.SG,insufficient_history
MUM.MU,good
AMPH,insufficient_history
VIL.PA,good
POMO3.SA,good
0006.HK,good
WPG.AX,no_data
ENVV,no_data
UNF,good
SQS.L,insufficient_history
PKI.TO,good
AST.MI,no_data
BTOW,good
HAB.F,good
ALAUP.PA,no_data
1131.HK,no_data
NWHM,no_data
FME.MU,good
TAS.AX,good
RCT.V,good
MUN.PA,no_data
LCAR,no_data
BMEN.MX,no_data
SWA.F,good
HNL.BE,good
BLK.MX,insufficient_history
U6Z.BE,good
UTI,good
NEWT,good
8213.HK,good
KTEC,insufficient_history
SKFINDIA.NS,good
GZT.TO,insufficient_history
G0I.SI,good
BEI.BE,good
MOA.NZ,no_data
CBS,no_data
BAC.MU,good
ALOT,good
CHKR,insufficient_history
LTC,good
TWL.NS,no_data
CCCL,no_data
VET,insufficient_history
0211.HK,good
ASCO.AT,good
VLGEA,good
MPX,good
VIH.BE,no_data
SUN.L,good
BNR.HA,insufficient_history
BERK34.SA,insufficient_history
GOS.DE,good
AJMERA.NS,good
OIBR4.SA,good
0698.HK,good
FFWC,good
CIB.PA,no_data
WRN.TO,good
AFX.MU,good
FNV,good
BOI.PA,good
VLTSA.PA,good
VX1.HA,insufficient_history
MCK.MI,no_data
NFX,good
WIN,no_data
PRSS,insufficient_history
AOLS,good
AKZA.AS,good
BTO.TO,good
IMPAL.NS,good
ICP.TO,no_data
QB7.F,good
NO4.SI,no_data
UTL,good
BMS.L,good
QB7.BE,good
WRE,no_data
CEBR6.SA,good
SSV.V,good
MHI.V,good
PCF.L,no_data
VOW5.DE,insufficient_history
PRI.MI,no_data
PLAB,good
AST.L,good
MUKANDLTD.NS,good
FRA.F,good
AMXL.MX,no_data
ELTZ,no_data
TECO2.BA,good
MAK.F,good
SANGHIIND.NS,good
TRIP,insufficient_history
ECCE,good
1001.HK,good
ENZ,good
EMGS.OL,good
ELOS-B.ST,no_data
COWN,no_data
FIER.AT,good
D,good
NCB.BE,good
MLSRP.PA,good
ORGS,insufficient_history
0386.HK,good
VOC.AX,no_data
BYG.SG,good
MRLN,no_data
CIT,no_data
ARRY,insufficient_history
COFB.BR,good
RTC.L,good
MXX.V,no_data
PAPERPROD.NS,no_data
MFSF,no_data
IVX.DE,no_data
GCEH,good
NDX1.DE,good
RXN,no_data
AGO.AX,insufficient_history
HCFT.L,no_data
K71U.SI,good
CHRS,insufficient_history
SAIG.BR,good
GEO.MI,good
SANM,good
SAP.DU,good
VT9.SG,no_data
FAN.L,insufficient_history
MGA.DU,good
6152.TW,good
SFCA.PA,good
FPO,no_data
VLO.MX,good
MLLEA.PA,insufficient_history
MIGA.F,good
XPROINDIA.NS,good
IDRA,no_data
ENPT,insufficient_history
HADV,insufficient_history
APPO,no_data
IMII,good
BSAC,good
GEINDSYS.NS,insufficient_history
0693.HK,good
NMM.SG,good
BBL-A.TO,no_data
MAX.TO,no_data
NTEK-B.ST,good
2606.TW,good
LZB,good
CTAA.BE,good
KRBL.NS,good
NTOG.L,good
0662.HK,good
HNT.L,no_data
SCZ.V,insufficient_history
TANLA.NS,good
KIM,good
JASON.MX,insufficient_history
REF-UN.TO,good
SPIR.AT,good
AQC.AX,good
AMRUTANJAN.NS,good
EMCO.NS,no_data
EDMC,no_data
RMI.AX,good
0989.HK,good
THMG,good
ESV.V,no_data
SSET,insufficient_history
HMTF,no_data
1526.TW,good
AHT.L,good
GSEN,no_data
UIS.SG,no_data
JCOM,no_data
LAVI.AT,good
SEB,good
HLX.AX,good
MED.SG,good
SCPA.L,no_data
BPE5.HA,insufficient_history
SUNILHITEC.NS,no_data
URU.L,good
LIXC4.SA,no_data
RTN1.MU,no_data
UNIP6.SA,good
BAU.AX,no_data
CWP.AX,good
SMSI,good
BCT.AX,insufficient_history
ISH2.SG,no_data
TDS,good
1310.TW,good
SGE.MU,good
IGC,good
VMC,good
IMM.L,good
MLS.AT,good
DAI.BE,no_data
SSW,no_data
0556.HK,good
GLJ.F,good
AT,no_data
2010.TW,good
0359.HK,no_data
CGS.AX,good
GBLL,no_data
VCX.AX,insufficient_history
OAR.AX,good
TGR.V,no_data
AWRE,good
RRR.L,good
VUZI,insufficient_history
BGI,good
JSG.L,good
GQ.V,good
1071.HK,good
ACET,insufficient_history
ASM.V,no_data
GBNK,good
BRIO6.BA,good
3044.TW,good
AIAENG.NS,good
DEEPAKFERT.NS,good
KSB3.DE,good
NOA,good
SNH,no_data
ITN.F,good
GCM.L,good
LEE,good
MD,good
IFXA.SG,insufficient_history
0306.HK,good
HLI,insufficient_history
PNDORA.CO,insufficient_history
SPRI5.SA,no_data
NFLX,good
DIS.MX,good
RAJOIL.NS,no_data
MDDD,no_data
RBCAA,good
PBP.AX,no_data
CCD.V,good
OMN,no_data
ARG.AX,good
CIIX,no_data
VRG-B.ST,no_data
3RB.MU,good
INL.MU,good
2898.HK,insufficient_history
SMM.V,no_data
1171.HK,good
UTDI.MU,good
4DS.DU,good
CCC3.F,good
ALMET.PA,insufficient_history
NRG.PA,good
NYT,good
CAW,no_data
KS.V,insufficient_history
BNG.TO,good
RCAR,good
AMTX,good
BAYA.BE,insufficient_history
GGE.AX,good
RGCO,good
TBNK,good
RDS.AX,good
CRIV4.SA,good
ALHVS.PA,no_data
TOM.HA,insufficient_history
GVC.L,no_data
NNN,good
PAC.AX,good
BRKL,good
0690.HK,good
MSYS.L,insufficient_history
CNO.V,good
MFNC,no_data
SMS.V,no_data
AMOT,no_data
0111.HK,good
0678.HK,no_data
TSN.V,no_data
CTM.HA,insufficient_history
MKLW.L,no_data
0252.HK,good
NGE.V,no_data
SGMO,good
COE.AX,no_data
CRPG3.SA,good
TOTB.F,good
BRFH,insufficient_history
CPIX,good
PRG.AX,insufficient_history
RJX-A.V,good
HFBL,good
2369.HK,good
BAKKA.OL,insufficient_history
SUJANAUNI.NS,no_data
PRKA,good
BFDI,no_data
AOI,no_data
DB1.DU,good
DRI.DU,no_data
TTOO,insufficient_history
AOMD.BE,good
NKO.TO,no_data
TGSU2.BA,good
EBA.BE,good
NSH.L,no_data
CFC.BE,good
INH.MU,good
TVSMOTOR.NS,good
PRGO,good
SAZ.DE,insufficient_history
OHI,good
DNQA.SG,insufficient_history
F17.SI,good
EXG.V,good
GS7.DE,no_data
I7N.SG,no_data
I7N.DU,no_data
MGN.DU,no_data
GLB.V,good
DYSL,good
B16.SI,no_data
2369.TW,good
CDXS,insufficient_history
AEF.MI,good
0607.HK,good
S4A.DE,no_data
RMK.V,no_data
EI.PA,no_data
PED,good
TMBXF,good
CAY.AX,insufficient_history
0317.HK,good
BKSC,good
HURN,good
CWC.HA,insufficient_history
ERO1.DE,good
O1BC.DE,no_data
TES.PA,no_data
1189.HK,good
KUB.V,no_data
EGDW,no_data
1527.TW,good
SNBC,no_data
SPCB,good
IOFB,no_data
ORBITCORP.NS,good
HCCI,no_data
HDB,good
FOUR.L,good
CDY.AX,no_data
WNRL,no_data
AVON34.SA,no_data
BEG.L,good
TITN,good
AKM.AX,good
MFG,good
ZC.PA,good
0609.HK,good
SPICEMOBI.NS,no_data
ODD.ST,no_data
FSBW,insufficient_history
CAP.DU,no_data
PPA.F,no_data
40B.SI,insufficient_history
HCL.BE,good
541.SI,good
3899.HK,good
ERSC.PA,no_data
8169.HK,good
4DS.MU,good
TRIGYN.NS,good
RENT3.SA,good
ATAI,insufficient_history
CSN.L,good
MANINFRA.NS,insufficient_history
NEE.V,no_data
HNR1.MU,good
SWM.AX,good
BK,good
BMT.MU,good
ESTR3.SA,good
IBEN.MX,insufficient_history
KGX.DU,insufficient_history
KA.AS,no_data
WSE.V,no_data
NSL.AX,no_data
ASE.V,no_data
CVV.AX,good
R6C1.BE,no_data
NEM.BA,good
SGR.MI,no_data
CLQ.AX,no_data
KPT.TO,insufficient_history
HBC1.F,good
LOTB.BR,good
BLISSGVS.NS,insufficient_history
EMR,good
CKX,good
HYU.DE,insufficient_history
OSBC,good
BPKD.L,good
CEED4.SA,insufficient_history
NVY.V,no_data
SVE.F,good
CAM.L,good
NTO.BE,good
WPZ,insufficient_history
ZYNE,no_data
GMLP,no_data
AAPL.MX,good
UNIN.F,no_data
ACA.MI,no_data
MRNS,insufficient_history
8137.HK,good
LRD.L,good
TMZ.AX,insufficient_history
SVM.TO,good
NC5A.DU,good
MDF.TO,no_data
SANT,insufficient_history
CPS.L,no_data
AIY.AX,no_data
VCRA,no_data
2628.HK,good
DEQ.MU,good
DWD.SG,good
RKET.DE,no_data
PSH.V,no_data
3054.TW,good
ESY.DE,no_data
REDE3.SA,good
APM.F,good
WML.V,good
OPXS,insufficient_history
FAEN.MX,no_data
BFAM,insufficient_history
HUR.L,no_data
LLD.MU,good
TOM.AX,no_data
DII-A.TO,good
NQE.V,no_data
PINFRA.MX,good
ANGIND.NS,no_data
WNDM,no_data
KBC.BR,good
AFLU3.SA,no_data
MDAV,good
XENT,no_data
ITT,good
FET.AX,no_data
CIVB,good
PRW.TO,no_data
GSB,no_data
8189.HK,good
0082.HK,good
DATAMATICS.NS,good
PNR,good
2327.TW,good
STRNY,insufficient_history
PKG,good
ND3.F,good
IKA.L,insufficient_history
AEC1.MU,good
AVGR,insufficient_history
PRTA,insufficient_history
GESHIP.NS,good
BVX,no_data
RHO5.MU,good
SFCL.NS,no_data
3229.TW,good
RAVE,good
UPAC34.SA,insufficient_history
UUU.F,good
MTL.L,good
SGMZ,no_data
INOD,good
PFIZER.NS,good
CPLN.MX,insufficient_history
CAI,no_data
BHBK,no_data
PFG.L,no_data
LHA.BE,good
JBSS,good
RMD.V,good
SMT.TO,good
0313.HK,good
JBL,good
EXCEL.NS,good
SPD.V,insufficient_history
AFID.L,no_data
1200.HK,good
ESS,good
MLUSG.PA,insufficient_history
AML.AX,good
2548.TW,good
DHER34.SA,insufficient_history
AXA.DE,good
CFW.TO,good
FII,no_data
SLC.AX,insufficient_history
SGQ.AX,insufficient_history
GRMN,good
AP2.F,good
AKR,good
TRAN.BA,good
EQTL3.SA,good
CVC1.SG,insufficient_history
HLG.MU,good
MTGB,no_data
2485.TW,good
PRA,good
SFOR,no_data
SYY,good
KECL.NS,insufficient_history
ITX.OL,no_data
RTR.AX,insufficient_history
FTE.F,good
CERV.MI,no_data
TKR,good
CRK,good
SHWK.MU,no_data
GOLN.MX,no_data
SDF.MU,good
VMT.AX,good
FHN,good
SOBA.DU,good
GPC,good
SONA.BE,good
ARKR,good
KMOL.AT,no_data
MA1.SG,no_data
RYU.V,no_data
INDOTHAI.NS,insufficient_history
SAN.PA,good
BINANIIND.NS,good
CHAU.PA,good
VOC,insufficient_history
RHK.SG,good
ILU.AX,good
CSH.MU,good
ADS.DU,good
STC,good
ACGL,good
EFN.TO,insufficient_history
CON.MU,good
WOLE.BR,no_data
HTGM,no_data
VIJSHAN.NS,no_data
BBSE3.SA,insufficient_history
DORO.ST,good
MLP,good
WTR,no_data
ELG.F,good
ISH2.F,no_data
INTU,good
1810.TW,good
FBH.L,no_data
OCEL,no_data
MX1.AX,insufficient_history
IVI.V,no_data
MDR.AX,insufficient_history
HBM.BE,no_data
DAR.DU,insufficient_history
NVV.V,no_data
CPHI,good
MELSTAR.NS,good
B61.SI,good
FCBI,no_data
VLAP.PA,no_data
PCJEWELLER.NS,insufficient_history
TATT,good
MAU.AX,good
EKT.DE,good
BSPM,good
GOLDTECH.NS,good
MCK.V,no_data
AGX,good
PETRO.AT,good
IFX.SG,good
CTG,no_data
S4A.SG,no_data
5KI.SI,good
0105.HK,good
LOM.F,good
OR.MI,good
NWIN,no_data
MRVE3.SA,good
TTK.DU,good
ATHM,insufficient_history
MCFT,insufficient_history
ASNA,no_data
MTF.MI,no_data
ORC.SG,good
TRE.L,insufficient_history
MAGNUM.NS,good
AGKN.MX,insufficient_history
IHRC,good
DGO.V,insufficient_history
UEQ.AX,no_data
SEN.AX,good
SRB.SG,good
SYBT,good
MAT.V,good
KRN.HA,good
BGCP,no_data
O1BC.SG,no_data
YSN.DE,good
AXR.TO,no_data
G92.SI,good
FPN.PA,no_data
SESHAPAPER.NS,good
SMHN.DU,good
GHDX,no_data
MBECL.NS,good
BGMD,insufficient_history
BIG.AX,no_data
CVAL.MI,no_data
FRC,no_data
HCBN,good
LIN.DE,good
ODET.PA,good
NH.NS,insufficient_history
V6C.F,good
POM.PA,no_data
3383.HK,good
JEN.F,good
AIS.AX,insufficient_history
WOPA.SG,no_data
8019.HK,good
DGSE,no_data
NOW,insufficient_history
BMW.DE,good
SUL1.SG,good
JPM.BA,good
RGP.L,good
IPGP,good
ANF,good
BCY.DE,good
EXLS,good
MLTRC.PA,no_data
3130.TW,good
ISYG,no_data
LKQ,good
STAA,good
AFFY,good
SPA,no_data
RHI,good
0277.HK,good
STMP,no_data
ED4.SG,insufficient_history
VIV.PA,good
BYW6.DU,good
O5H.DE,no_data
CBEV,no_data
AXPW,no_data
FIEMIND.NS,good
MTEX,good
CSAB4.SA,no_data
HIL.NS,good
BERK,no_data
SRT3.BE,good
HEMA,no_data
RILY,good
TX,good
PUM.F,good
RP.V,insufficient_history
WRB,good
AWK.NZ,no_data
LOM.AX,good
BUD.AX,no_data
EXR,good
KMT,good
PASAB.MX,good
MDCA,no_data
ON,good
YATRA.AS,good
PSM.MU,insufficient_history
ARL.HA,no_data
RAKP.OL,no_data
IATR.AT,good
IEHC,good
VCEL,good
ERHE,good
UTDI.HA,good
D11.SI,no_data
ALV.MI,no_data
IPG,good
MPC.TO,good
PAYD,insufficient_history
VOW3.DE,good
KARO.ST,no_data
TEV.BE,good
BU.TO,good
INA.AX,insufficient_history
2GB.F,good
BRE.MI,good
ALHYG.PA,no_data
ETR,good
AFX.BE,good
ACB.AX,no_data
MLNMA.PA,good
MCX.AX,no_data
BNR.AX,insufficient_history
EXCELCROP.NS,no_data
SZG.HA,good
AWR,good
IAM.PA,no_data
MDTN.MX,good
0903.HK,no_data
1129.HK,good
ENI.BE,no_data
FVI.BE,no_data
BELU.BR,no_data
0126.HK,good
CRPT,insufficient_history
SLBG34.SA,insufficient_history
2474.TW,good
VGD.V,good
LUV,good
DAT.OL,no_data
HOTR,no_data
TNC,good
ATRS.AS,good
IVU.DU,good
AIL.F,good
MGPI,good
PUM.BE,good
EMQ.F,no_data
CBT,good
2388.HK,good
ROYT,no_data
GRVY,good
