Ticker,Status
JLP.L,good
0544.HK,good
SSL.AX,good
BMW.HA,good
LNGB,no_data
MTX.DE,good
ABY,no_data
0QE2.L,no_data
JHS.NS,good
FOE,no_data
PC6.DE,good
HZM.TO,no_data
KNIA.MU,good
WKL.AS,good
SKI.OL,no_data
CAFD,insufficient_history
NUTEK.NS,good
NCC.L,good
TIS.MI,no_data
0QP5.L,no_data
CNIG,no_data
STA.AX,good
OS3.DE,no_data
CECO,good
KYLO.AT,good
ZO1.MU,no_data
STNG,insufficient_history
ALHIT.PA,good
HDD.DE,good
EMG.L,good
JUVF,good
INFA.L,no_data
OHB.BE,good
EXAS,good
ITM.MI,good
1205.HK,good
CPSI,no_data
CPE,no_data
FCMC.PA,good
TIFF34.SA,no_data
OMNITECH.NS,good
PPA.DE,no_data
1886.HK,good
CAV.NZ,no_data
2402.TW,good
U10.SI,good
RKET.HA,no_data
SPB,good
HRH.V,no_data
DAI.F,no_data
DMC.AX,good
M3B.SG,no_data
SRDX,good
RYE.V,good
TCNO3.SA,no_data
OJM.MI,no_data
VT9.MU,no_data
POL.L,no_data
PFS.NS,insufficient_history
AHP,no_data
H9W.DE,good
0630.HK,good
TEG.SG,good
COM.BE,no_data
SRI.V,good
ILU.F,good
PSM.BE,insufficient_history
GIII,good
PUB.PA,good
DLAR.L,good
MWX.V,no_data
EDR.L,no_data
ORC.HA,insufficient_history
BSU.SG,good
PPP.V,insufficient_history
PGEC,no_data
CIS.BE,good
B8A.DE,no_data
EUO.V,no_data
ETX.L,no_data
ESTER.NS,insufficient_history
NSCI.L,no_data
IBM.DU,good
EFX.TO,insufficient_history
BBLS,no_data
BRT,good
SFR.AX,good
ESI.AX,no_data
STJ.L,good
VRY.V,insufficient_history
ANSS,good
ANN.AX,good
GHH.L,good
CEA.DU,good
FTI.V,insufficient_history
ACUS,good
RRC,good
MQR.V,no_data
SMLR,insufficient_history
MMB.PA,good
CWK.L,good
DIG.AX,good
1611.TW,good
FCAN.MX,insufficient_history
GSR.L,insufficient_history
KSC.SG,good
RPD,insufficient_history
MONC.PA,no_data
OPTRON.AT,insufficient_history
SCL.DE,no_data
GCI,insufficient_history
KROT3.SA,no_data
8153.HK,good
NLNK,no_data
MDN.BE,good
UUU.DE,good
PLS.TO,no_data
912398.TW,no_data
MSBR34.SA,insufficient_history
UVN.V,no_data
SNW.SG,good
EX9.SG,good
SOFR.PA,no_data
AAJ.SI,good
TWMC,no_data
EVK.HA,insufficient_history
QUA.PA,no_data
MAH.AX,good
BRID,good
MSCC,good
SBMO.AS,good
IAG.L,good
VIT-B.ST,good
QS5.F,no_data
AKTX,insufficient_history
ZIP.AX,good
BINV.ST,good
IIFL.NS,good
IDOX.L,good
THO,good
HPI.AX,insufficient_history
CMG.MX,insufficient_history
GUJNRECOKE.NS,no_data
BTM-H.V,no_data
UBM.L,insufficient_history
REN.MC,good
CPA.DE,good
SAAB-B.ST,good
1122.HK,good
UCM.AX,good
V6C.MU,good
HEB,no_data
DGJI,no_data
LPA.L,good
PWON,no_data
HOV,good
0480.HK,good
ZENO,no_data
0385.HK,good
L1OA.F,no_data
AGUA.MX,insufficient_history
NESR.HA,insufficient_history
O1BC.DU,no_data
ERO1.DU,good
AAAK.AT,good
SYR.AX,good
BRB.TO,no_data
0138.HK,good
YELP,insufficient_history
BLUECHIP.NS,good
CDU.AX,good
OCIP,insufficient_history
HVN.L,insufficient_history
0471.HK,good
LSPP.BE,no_data
DONEAR.NS,good
P4O.F,good
TLK,good
DRYS,no_data
3366.HK,good
0092.HK,good
FDX.BE,good
PGZ.V,insufficient_history
EXK,good
VT9.F,no_data
CCXI,no_data
BML.V,no_data
AXIM,insufficient_history
TNET,insufficient_history
1455.TW,good
WENDT.NS,good
CWN.V,no_data
MOX.V,good
J37.SI,no_data
IMP.TO,good
SMHN.SG,good
FRBA,insufficient_history
GROW,good
IVO.AX,no_data
CATB,no_data
TEN.V,no_data
CICN,good
8080.HK,good
M5Z.MU,good
GRIO.L,insufficient_history
GTK.DE,insufficient_history
EFX,good
EXSR,good
V,good
A75.SI,good
MBCQ,no_data
GULPOLY.NS,insufficient_history
BARC.L,good
IDNT3.SA,no_data
CHOLAFIN.NS,good
GBX.AX,no_data
0JN9N.MX,insufficient_history
CCC3.HA,good
DLTR,good
RJDG,insufficient_history
ADG.V,no_data
BWJ.BE,good
URG,good
RPM.V,good
O9E.SI,insufficient_history
RAVN,no_data
AM3D.F,no_data
RNW.TO,no_data
MMTC,good
0149.HK,good
AIX.V,no_data
PFV.BE,good
PCR.V,no_data
AMD.MU,good
GEN.TO,no_data
SODI,good
DRG.L,insufficient_history
PTR.L,no_data
HLDX.ST,no_data
MSF.BE,good
ATLANTA.NS,no_data
0708.HK,good
CAPC.L,no_data
ADGL,insufficient_history
SPD.L,no_data
1090.HK,insufficient_history
ECASA.PA,no_data
ABTT34.SA,insufficient_history
UI.V,insufficient_history
GARDENSILK.NS,no_data
OPN.PA,no_data
ELTRK.AT,no_data
NTAP,good
LFX.TO,no_data
EVTA.DE,no_data
ERM.AX,good
PME.AX,good
ARE,good
8356.HK,insufficient_history
JAX.V,good
BKGN.MX,no_data
OMNT,no_data
TA.TO,good
SYN.V,insufficient_history
RLGT,good
AJY.AX,insufficient_history
PERR.PA,good
ENRO.ST,good
CWV.V,good
BCO.DU,good
EBA.DU,good
0959.HK,good
HEX.OL,good
ABBB,good
TRNS,good
BIMBOA.MX,good
ASBPB.NZ,no_data
P1Z.DE,no_data
ROIC,good
DLF.NS,good
SHOO,good
1888.HK,good
ACKB.BR,good
WMT.DE,good
ORN,good
ASYS,good
AMSE,insufficient_history
ARV.NZ,no_data
DW.TO,no_data
DB1N.MX,insufficient_history
RRL.AX,good
APE.DE,no_data
GTG.AX,good
CNAB,no_data
SAT.V,good
AMN.AX,good
KELYA,good
3673.TW,insufficient_history
RBX.V,good
EHSK,no_data
ADSK.MX,insufficient_history
WMT.BA,good
SRES.L,good
BLY.AX,no_data
EXP,good
DUL.SG,good
CDNA,insufficient_history
LSI.V,no_data
PSA.AX,no_data
PJC,no_data
RX.V,good
CJR-B.TO,good
OHB.DE,good
CORDSCABLE.NS,good
G08.SI,no_data
OPTI.BR,good
SREEL.NS,insufficient_history
TRK.L,good
KMPR,good
PRS.MC,good
SGPS3.SA,good
1142.HK,good
MLSTR.PA,good
TIMESGTY.NS,good
AVAX.AT,good
1514.TW,good
INSECTICID.NS,good
DEL,good
MACE,no_data
SALM,good
DWSN,good
0047.HK,no_data
0826.HK,good
UD1U.SI,insufficient_history
AXAS,no_data
0112.HK,no_data
FNGN,no_data
LISPN.MX,insufficient_history
CAP.BE,no_data
MED.PA,no_data
AMC,insufficient_history
1582.TW,good
IGP.V,good
HBI,good
RTN1.F,no_data
5FX.SI,good
AMBR.L,good
CWB.TO,good
TGT,good
ALALO.PA,good
PPA.SG,no_data
ORTEL.NS,insufficient_history
MMX.V,no_data
0195.HK,good
I11.SI,good
8009.HK,no_data
MO.MX,good
NC5A.F,good
FULO,good
WFM.DE,no_data
BIIB.MX,insufficient_history
NXU.MU,good
XRAY,good
3704.TW,good
0877.HK,no_data
GSKCONS.NS,no_data
BGH.AX,no_data
ELAN-B.ST,good
AOT.V,no_data
MOL.MI,good
NGLB.F,good
SQSBFSI.NS,no_data
SML.NZ,insufficient_history
TMP.AX,no_data
RTG.AX,insufficient_history
0237.HK,good
HPQ,good
KANORICHEM.NS,good
ERMK.DE,no_data
AEP.L,good
BFW.NZ,no_data
VIP.L,good
RAA.BE,good
595.SI,good
ATNM,insufficient_history
EIFF.PA,good
OHB.SG,good
1881.HK,good
SULA.L,no_data
DCBBANK.NS,good
AAP.AX,good
SOFTTECHGR.NS,good
BDBR.MI,no_data
ELRN,no_data
PLAIS.AT,no_data
STVI,no_data
L46.SI,no_data
TIN.MX,good
BNT1.F,no_data
ILA.V,no_data
GREW,no_data
M4I.F,good
BWNG.L,good
RCENTROA.MX,good
MBK.SG,good
SEIC,good
IFAM,no_data
AL,insufficient_history
AMP.NZ,no_data
CPSH,good
DISCA,no_data
LOGISMOS.AT,good
GFAN.MX,no_data
BAJAJELEC.NS,good
KRN.SG,good
PLPM,no_data
CNWHF,good
NCB.DE,good
0449.HK,no_data
DCH1.HA,no_data
MINDACORP.NS,insufficient_history
0975.HK,insufficient_history
DE,good
PIQ.AX,insufficient_history
TATB.SG,good
KAUSHALYA.NS,good
ACWN.F,good
OTOEL.AT,good
SPY.NZ,good
FNTN.MU,good
1060.HK,good
S44.SI,good
HYU.HA,insufficient_history
BBD-A.TO,good
PRPH,good
MC,insufficient_history
1055.HK,good
AP2.BE,good
SHO,good
NAKODA.NS,insufficient_history
DGB.L,no_data
SIFI,insufficient_history
BANSWRAS.NS,good
MLVER.PA,good
SVS.L,good
SYI.V,no_data
DIE.SG,good
DHX,good
PZZA,good
MANH,good
H30.SI,good
GRI.V,good
3983.HK,good
TRE.MC,good
NEA.MC,good
545.SI,no_data
ZODIACLOTH.NS,good
CGI,no_data
AZA.ST,good
SAP.MI,no_data
CSCO.MX,good
SPK.V,no_data
FVRG,no_data
ACR.DE,good
AGS.BR,good
SNX,good
TVPT,insufficient_history
IS7.BE,good
NAGREEKEXP.NS,good
JPMC34.SA,insufficient_history
CTM.AX,good
BSX,good
MODLF,no_data
F03.SI,good
BAY.MI,no_data
DVA,good
ELG.DU,good
EX.AT,insufficient_history
PBF,insufficient_history
ORTI-A.ST,good
BOAC34.SA,insufficient_history
IDEA,good
EPD.AX,no_data
TFCILTD.NS,good
SKJE.CO,good
WMT.F,good
0HZC.L,good
UNT,no_data
ADX.AX,good
B7E.SG,good
RYA.L,no_data
ERM.L,no_data
BWO.L,no_data
Q0F.SI,insufficient_history
OPT.AX,good
AXE.AX,good
BIO.DU,good
TTR1.DU,good
ZFIN.MU,good
IGBR3.SA,no_data
AM3D.HA,no_data
ADK.V,good
TND.AX,no_data
MMI.AX,good
GOOD.L,insufficient_history
5OQ.SI,good
EXAD,insufficient_history
SBO.OL,insufficient_history
XOXO,good
EOAA.F,good
BOY.MU,good
D6H.DE,good
OCP.AX,no_data
TPN.F,no_data
TKU.V,insufficient_history
CEPS.L,good
JNJ.DU,good
CHAMBLFERT.NS,good
OIM.BR,no_data
0495.HK,good
CRVW,good
SPT.L,good
SGE.V,good
AGM.V,good
ACT.F,good
LOGM,no_data
GAN.F,good
GRC.V,no_data
FKWL,good
OVH.AX,no_data
BOSC,good
SFO.MU,no_data
BARTRONICS.NS,no_data
CWW.MU,good
CMCL.L,good
RAIREKMOH.NS,no_data
FIX.V,no_data
LEDE.BA,good
MSPA3.SA,good
CPA.SG,good
ENL.SG,good
0660.HK,good
CIEAN.MX,insufficient_history
1823.HK,good
SKYS,no_data
ZAL.DU,insufficient_history
TLX.F,insufficient_history
ND8U.SI,no_data
S7MB.SG,good
OPG.L,good
XRX,good
CLVSF,insufficient_history
INFO,insufficient_history
3300.HK,good
EZTC3.SA,good
CAS.AX,no_data
2778.HK,good
NYLD,no_data
WCP.TO,good
JNJ.BA,good
BWB.F,good
PA8.F,insufficient_history
EBM.V,insufficient_history
GRF.MC,good
UAL,good
BAUH4.SA,good
FDA.MI,good
2615.TW,good
1734.TW,good
LI.PA,good
DRV.L,no_data
HNR1.DU,good
ARCB,good
RME.TO,no_data
TTI.DU,no_data
ESCA,good
MOS,good
AUB.AX,good
PGSC,no_data
Y35.SI,good
ZAYO,no_data
VOW.DE,good
CAS.PA,no_data
9945.TW,good
INTC.MX,good
UPAB.BE,good
BLEE.PA,good
BXP.L,good
CTKA4.SA,good
SSO.OL,no_data
RPR.V,insufficient_history
STE,good
RNL.HA,good
WSCO,no_data
TS-B.TO,no_data
SOND3.SA,good
OOO.V,no_data
SFEF,no_data
ABAX,good
NBL,no_data
LBRN34.SA,no_data
MNOD.L,no_data
CN.V,good
FMFG,good
1600.HK,insufficient_history
FC,good
1192.HK,no_data
HOM.AX,no_data
9941.TW,good
JSWHL.NS,good
VBK.DU,good
1618.HK,good
UTX,no_data
MEU.AX,good
DUL.MU,good
JUBLFOOD.NS,insufficient_history
NVD.F,good
SBR.AX,good
CAF.V,good
CALA,insufficient_history
HSD.L,good
CALM,good
IRC.MI,good
DFS,good
PHM7.BE,good
CEBR5.SA,good
S3F.BE,no_data
NZZ.V,no_data
2300.HK,no_data
0P6S.L,good
MCD,good
OGSA3.SA,no_data
FNAC.PA,insufficient_history
MC0.SI,no_data
GFY.AX,insufficient_history
8130.HK,good
GS7.DU,no_data
ASSAMCO.NS,no_data
MFC,good
LLC.AX,good
BBL.AX,good
MIC,no_data
0347.HK,good
STAR.NS,good
CDW,insufficient_history
DJSP,good
KOTHARIPET.NS,good
AXLX,insufficient_history
DTEA.DE,no_data
PNE.TO,good
GGL.V,insufficient_history
BHARATWIRE.NS,insufficient_history
UHR.SG,good
LSCG,good
GI.V,insufficient_history
SOI.V,good
EV4.F,no_data
SSL.TO,good
AMGN34.SA,insufficient_history
ECPR3.SA,good
AUSS.OL,good
XONA.HA,good
1063.HK,good
SVY.AX,insufficient_history
3533.TW,good
ALM.L,no_data
PPG.MX,insufficient_history
GZT,no_data
ST5.BE,good
SPIC.NS,good
KWS.F,good
TCS,no_data
C33.SI,good
GLMD,insufficient_history
KWBT,no_data
VHI,good
EFF.DU,good
METR.BA,good
CIS.DU,good
PCLN.MX,good
IRO.V,insufficient_history
SWKH,good
PAYM,no_data
DPLO,no_data
TRIN.L,no_data
SAN.NZ,good
LHB.AX,no_data
OBEROIRLTY.NS,insufficient_history
9928.TW,good
KORDE.AT,good
LAKPRE.NS,good
SYM.F,good
0271.HK,good
BOY.BE,good
GULD,no_data
LTEC.SG,no_data
TNE5.MU,good
BRM.DE,good
MEO3.SG,no_data
UTC1.DU,no_data
ODY.AX,good
MLL.DE,good
CERAMICD.MX,good
JLT.ST,good
CU.TO,good
TI,no_data
DALR.L,insufficient_history
ELUX-A.ST,good
MAK.MU,good
FNB,good
SVOL-B.ST,good
575.SI,good
0838.HK,good
IMUC,insufficient_history
MEND5.SA,no_data
OLV.AX,no_data
Q01.SI,good
COALINDIA.NS,insufficient_history
MLFCI.PA,good
BEES,no_data
BTQ.MU,good
REC.BR,no_data
PCYO,good
CLS.TO,good
BMW3.MU,good
POCHTECB.MX,good
VIP.AX,good
AFS.L,no_data
ELN.ST,good
AKRIT.AT,good
REXR,insufficient_history
KBH,good
ELR.TO,good
DPW.F,no_data
ACWN.MU,good
S,insufficient_history
ORIENTALTL.NS,good
GRM.DE,good
MVLY,good
ZBH,good
MLFT3.SA,no_data
G5EN.ST,good
BCY.SG,good
DHR.V,insufficient_history
CTMA.DE,no_data
NRS.OL,no_data
CRM.MX,insufficient_history
PATI3.SA,good
ORCL.BA,good
ASSA-B.ST,good
MIGA.BE,good
FRP.L,insufficient_history
RAND,good
RIOA.BE,good
WL6.BE,no_data
KITE,no_data
NEXTMEDIA.NS,good
GES,good
KTIL.NS,no_data
SKB.BE,good
H18.SI,good
KBC.BE,no_data
CPI.TO,no_data
BYTE.AT,no_data
WDI.BE,no_data
WRK,no_data
ARL.DE,no_data
TXMD,good
SFE.L,no_data
A6T.DE,good
NAUKRI.NS,good
UMBF,good
586.SI,no_data
6206.TW,good
0840.HK,good
FOSECOIND.NS,good
UGPN.MX,insufficient_history
ACLS,good
WEG1.BE,no_data
2868.HK,no_data
NTG.BE,good
ELPN.MX,no_data
FIND,no_data
ADMS,no_data
PRBC4.SA,no_data
LEG.HA,insufficient_history
MDWD,insufficient_history
ORIENTABRA.NS,no_data
TECHNOFAB.NS,insufficient_history
PUBC,insufficient_history
HBM.F,no_data
TEV.F,good
L1OA.BE,no_data
CIN.L,no_data
PBFX,no_data
ARIHANT.NS,no_data
RE.PA,no_data
VMRI,insufficient_history
SAC.BE,no_data
SEA.TO,good
LPL,good
D03.SI,good
H5E.DE,good
RIN.PA,no_data
CHAR.L,good
GGP,no_data
NFC.HA,insufficient_history
2429.TW,good
HKBT,good
GG,no_data
BKS,no_data
DEMG.L,good
BIRLAMONEY.NS,good
ARB.AX,good
FBT.L,insufficient_history
NGL,insufficient_history
OPW.V,insufficient_history
LNF.TO,good
GS,good
ABL.DE,good
OCRX,no_data
CTSA4.SA,good
HBCP,good
F99.SI,good
PIL.AX,good
CKR.V,no_data
E8Z.SI,no_data
HD.BA,good
SUNFLAG.NS,good
NCMI,good
3318.HK,good
SGO.PA,good
PVR.L,no_data
0825.HK,good
SBS.CO,good
0248.HK,good
DGM.PA,no_data
WHN.V,insufficient_history
DEZ.DU,good
5NK.SI,no_data
NURO,good
BOY.L,good
MCM-A.V,good
MLCOU.PA,good
BGD.V,insufficient_history
2492.TW,good
INDB,good
MBE.AX,no_data
ABDP.L,insufficient_history
ZIL2.SG,good
ALCO,good
HYUDN.MX,insufficient_history
DLTZ,no_data
BOL.PA,good
CIE.AX,no_data
LTRX,good
GASS,good
MHM.L,no_data
RO5K.DE,no_data
ATTO,no_data
OMEX,good
NEO.PA,no_data
ITX.MC,good
TIF.MX,no_data
CC,insufficient_history
CLD,no_data
B5A.DE,no_data
SIV.AX,good
SAL,no_data
GC.TO,no_data
8256.HK,no_data
EUROC.AT,good
ADK,insufficient_history
PUNJLLOYD.NS,good
ENUR.DU,good
CNCG,no_data
6197.TW,good
0725.HK,good
UHR.MU,good
YEWB,no_data
BNP.SG,good
BY6A.DE,insufficient_history
DFM.AX,no_data
TEG.MU,good
CRPG6.SA,good
MLCIO.PA,no_data
CAKE.L,insufficient_history
BSBR,good
ETEC,insufficient_history
TXT.MX,good
SRT3.SG,good
FFNM,good
BRM.MU,good
ORES.ST,good
ECK.DU,good
GNE.PA,no_data
ISV.TO,no_data
CXENSE.OL,no_data
CASS.MI,no_data
QSII,no_data
GQM.TO,no_data
PPS.L,good
WTER,insufficient_history
ABJA.BE,good
ALTHE.PA,insufficient_history
ICD,no_data
BOFI,no_data
8003.HK,good
MBK.DE,good
STM.MI,no_data
LXS.BE,good
LEI.DU,good
ASTRAL.NS,good
AUMN,good
POC.DU,no_data
CLE.MI,good
DSFN,no_data
0033.HK,good
HEI.HA,good
2305.TW,good
HLG.DU,no_data
BZYR,good
PTI,no_data
NIMU,good
0897.HK,good
BRC,good
5BS.SI,good
JPM,good
GAMB.MI,insufficient_history
VED.L,good
U9R.DE,no_data
TRIS3.SA,good
BOA.AX,insufficient_history
BAYK,no_data
OPC.MU,good
RDC,no_data
BMRC,good
PAEL.NS,no_data
M5Z.DU,good
SUPERSPIN.NS,good
G6P.SG,no_data
LPX,good
SBOK.ST,insufficient_history
NGLB.HA,insufficient_history
SEE,good
3090.TW,good
8325.HK,good
8273.HK,good
SRGG,no_data
WUG3.F,good
RHC.AX,good
GSC1.HA,good
ZIL2.HA,good
HEN3.DU,good
VTL,no_data
QS9.SI,good
CASTROLIND.NS,good
CRPG5.SA,good
AXS.AS,good
CWCO,good
RVA.AX,no_data
AGE.BE,good
PAH3.MU,good
CTHR,good
SGGD.L,no_data
XLNX.MX,no_data
O39.SI,good
BKI.AX,good
DRAD,no_data
CPRX,good
CNI,good
GFT.HA,insufficient_history
HOMEX.MX,good
GLW.BE,good
MBTF,no_data
FTR,no_data
SCE.BE,good
GWMO.L,insufficient_history
PEYE,no_data
MDFI,no_data
FOGO,insufficient_history
MMM.DE,good
MEL.L,no_data
EOANN.MX,insufficient_history
ALGN,good
POWERGRID.NS,good
CAN.MX,insufficient_history
GTQ1.F,no_data
QI.V,no_data
MTX.MU,good
BLA.AX,no_data
ODL.OL,insufficient_history
EVBN,good
GALA.MI,insufficient_history
OIS,good
VESUVIUS.NS,good
ELN.DU,no_data
ALANKIT.NS,insufficient_history
CT.V,no_data
TS,good
OUTA.DU,good
NOT.DE,no_data
CONE,no_data
HEIDELBERG.NS,good
MSPL.NS,good
AHGP,good
KUBTF,insufficient_history
CAML.L,good
WAC.BE,good
5OC.SI,good
RBL.NS,good
APD,good
JUN3.DU,good
MLIDS.PA,good
NZO.NZ,no_data
KA8.BE,good
BC8.HA,good
DANSKE.CO,good
JXR.PA,no_data
0626.HK,good
CM,good
SORIANAB.MX,good
BGE.V,insufficient_history
BORG.ST,good
532.SI,good
ON.MI,no_data
EPIL.AT,good
UQM,no_data
NETWORK18.NS,good
ADPN.MX,insufficient_history
PIG.PA,good
CON.DU,good
FUTU,insufficient_history
SUR.DU,good
VAC.MU,no_data
YAK.V,insufficient_history
REG.AX,insufficient_history
SBS.HA,insufficient_history
SEVDR.OL,insufficient_history
HWY.V,good
SVEG.OL,good
MTH,no_data
SBI.TO,insufficient_history
PNCINFRA.NS,insufficient_history
WDFC,good
BILENERGY.NS,insufficient_history
CHOO.L,no_data
TSS,no_data
CBOE,insufficient_history
PAY.L,good
VIVIDHA.NS,insufficient_history
1704.TW,good
QEGY,no_data
KRE.CO,good
LENS,no_data
SUN.MX,insufficient_history
1288.HK,insufficient_history
BRKS,no_data
BAX,good
MOR.HA,no_data
SLI.NZ,insufficient_history
SNGX,good
GNW.MX,good
NCBS,no_data
PCLB,good
BFR,no_data
RTO.L,good
OPNT,no_data
ALMOU.PA,insufficient_history
ADQU.SI,no_data
NAO,no_data
MZX.F,good
BSN.SG,good
8076.HK,good
M3V.BE,good
ITN.DE,good
SRE.MX,insufficient_history
POLR.L,good
ISGI,insufficient_history
PRES.L,good
CBKD.L,good
BYFC,good
HDD.L,good
ESP.L,insufficient_history
HSV.L,no_data
CRH.L,good
EML,good
CTM.SG,no_data
KSU,no_data
TCX,good
MTSC,no_data
KBC.MU,no_data
BIO3.F,good
KRS.AX,no_data
GME.BE,good
DAR.BE,insufficient_history
AHN.AX,good
CVLA.SG,no_data
ESTC3.SA,no_data
0610.HK,good
FNTN.DU,good
PV.MX,insufficient_history
B7E.DE,good
RXH.AX,insufficient_history
DCT,no_data
ECT,no_data
S9A.F,no_data
PRFT,no_data
8029.HK,good
ERD.NZ,insufficient_history
RELIANCE.NS,good
FSJ.L,good
0867.HK,insufficient_history
SXL.AX,good
H12.SI,good
8100.HK,good
IC8.BE,good
F3C.DU,good
COCE5.SA,good
VLA.AX,good
EVK,no_data
COFS,good
PGR.AX,no_data
LL,no_data
FRIO3.SA,good
SFL.AX,no_data
SWED-A.ST,good
MWB.SG,no_data
AVON.L,good
CORPBANK.NS,no_data
DAM.BE,good
LOB,insufficient_history
VKTX,insufficient_history
PIH.TO,no_data
MZX.DE,good
RFT.AX,good
HH.CO,good
SMDM,no_data
0467.HK,good
F.MX,good
1114.HK,good
1086.HK,insufficient_history
NHC.AX,good
FOR,good
0598.HK,good
SYX,no_data
PWO.BE,good
IF.MI,good
IRET,insufficient_history
WDC.BE,good
CMPRF,insufficient_history
VOLV-A.ST,good
GFA,good
2336.HK,good
MMM.HA,good
GTT,no_data
GPE.PA,good
HBC1.HA,insufficient_history
LIO1.BE,no_data
ELET3.SA,good
RIO.L,good
HYUD.L,no_data
CYBR,insufficient_history
IES.MU,good
NYMT,good
2475.TW,no_data
SFD1.SG,no_data
FMBL,good
GRND3.SA,good
K03.SI,good
H07.SI,good
VGZ.TO,good
SHALPAINTS.NS,good
NOTA.DE,insufficient_history
AAST,no_data
CUR.BE,no_data
ADD.DE,no_data
0431.HK,good
ARL.BE,no_data
1386.HK,no_data
CRZO,no_data
GDFI,no_data
SRV.AX,good
KELLTONTEC.NS,insufficient_history
MUB.MU,good
MSFT,good
INNV,insufficient_history
PHARM.AS,good
KNKT,good
PDN.TO,insufficient_history
KGX.HA,insufficient_history
GCG-A.TO,good
0573.HK,good
CDTI,good
AAME,good
0750.HK,good
SVU,good
GIS.BE,good
MLPGO.PA,insufficient_history
CAE.TO,good
SASKEN.NS,good
CSCO34.SA,insufficient_history
HP3.SG,insufficient_history
GGA.TO,no_data
5OI.SI,good
RCII,no_data
P1Z.BE,no_data
DXX.V,no_data
0493.HK,good
BPSR,no_data
FCU.TO,insufficient_history
DF,no_data
BIOS,no_data
EML.AX,good
FLXN,no_data
GFS.L,no_data
INY.MC,no_data
2390.TW,good
MTH.V,insufficient_history
TXGE,insufficient_history
PKOH,good
KA8.DE,good
BPMX,no_data
CLSC4.SA,insufficient_history
IMCL,insufficient_history
1104.HK,good
CVC1.BE,good
SNBN,insufficient_history
RGEN,good
WOPA.MU,no_data
0016.HK,good
RDI,good
SEZAL.NS,no_data
MCMN.MX,insufficient_history
RW.V,insufficient_history
MDS.F,no_data
BMY.L,good
NIHD,no_data
CCJ.AX,no_data
AGU,no_data
SHWK.SG,no_data
SVE.L,no_data
GRI.L,good
SMR.AX,insufficient_history
CVW.AX,good
CYIO,good
RHM.DU,good
HYNS.L,no_data
FOM.V,no_data
MEOH,good
UBK.BE,good
MERR,good
REGI,insufficient_history
NWL,good
TPT.L,good
LWB.L,no_data
CCO,good
BCO.MU,good
MLHMC.PA,good
DIS.MI,good
0485.HK,good
MGT.AX,good
B69.SI,good
LIO1.DU,no_data
GZF.SG,good
CMA.AX,no_data
LEI.F,good
H78.SI,good
2379.TW,good
COL.V,no_data
CDB.V,insufficient_history
TSE1.F,no_data
KEYW,insufficient_history
0745.HK,good
DRI.HA,no_data
FIC.MI,insufficient_history
PDN.AX,good
BASI,no_data
M4I.DU,good
PHI1.F,good
UCALFUEL.NS,no_data
P4O.SG,good
MTN,good
MGL.NZ,no_data
RIO.MC,good
GEC.SG,no_data
ATI.PA,no_data
I9T.SI,no_data
GLJ.DE,good
REI,good
ORC.BE,good
SONA.MU,good
PKE,good
ALTA.PA,good
LMT.MX,insufficient_history
MBTN.MX,no_data
LLD5.L,insufficient_history
JAIBALAJI.NS,good
BSM,insufficient_history
E9L.SI,good
GMX.TO,good
RACEN.MX,insufficient_history
MLX.AX,good
SRI.AX,good
KCP.NS,good
ED4.DU,no_data
2023.TW,good
HYPE3.SA,good
FIN.NZ,no_data
ALS30.PA,no_data
YIV.MI,no_data
SIGA,good
MAW.TO,no_data
NDL.NS,good
SLNM,good
GPRO,insufficient_history
INEA.PA,good
TOO,no_data
AEGN.AT,good
0704.HK,good
SNW2.BE,good
TLS.NZ,no_data
INDTERRAIN.NS,insufficient_history
3231.TW,good
BREB.BR,good
ASAHISONG.NS,insufficient_history
ETE.AX,no_data
VRTV,no_data
2816.TW,good
CDM1.F,good
SCL.DU,good
SIL.NS,good
ACAD,good
MAGS,insufficient_history
PARRO.PA,good
PLD,good
PLCE,good
6153.TW,good
BHP.SG,good
ESEA,good
0703.HK,good
BHIP.BA,good
NBCC.NS,insufficient_history
OMIP.L,insufficient_history
HASI,insufficient_history
IDVL3.SA,no_data
ASKE,insufficient_history
2528.TW,good
KTOS,good
UUU.BE,good
ODP,good
SMV-H.V,no_data
ALCLA.PA,good
TVTODAY.NS,good
APAM,insufficient_history
ANTGRAPHIC.NS,good
0286.HK,good
BYD,good
0379.HK,good
DIDAN.MX,insufficient_history
BDL.MC,no_data
EMCF,no_data
NWSLV.AX,good
0419.HK,good
ORCHIDPHAR.NS,no_data
FTD,no_data
ILC.V,insufficient_history
R4.MC,good
0848.HK,good
AMX.V,good
KHC.MX,insufficient_history
PHK.AX,no_data
PSTB,no_data
KNM.L,good
SBS.DU,good
6257.TW,good
OTS.OL,no_data
STOB.L,no_data
SUR.BE,good
BSRR,good
AJ3.DE,good
0086.HK,good
ILMN,good
AUCT.L,no_data
ADBE,good
DJAN.L,no_data
ULC.MU,good
CWC.V,no_data
SY1.BE,good
2461.TW,good
HEN.SG,good
0657.HK,good
PFOCUS.NS,good
1088.HK,good
NANO.L,good
2383.TW,good
ACR.BE,good
0P2N.L,insufficient_history
WCH.SG,good
ALF.NZ,good
6281.TW,good
ANOD-B.ST,good
CNQ.TO,good
GFI,good
ALPH.L,insufficient_history
0051.HK,good
UGARSUGAR.NS,insufficient_history
ALNOV.PA,insufficient_history
